Location,Date,Event,Person,Category,Scripture,Reference,Certainty,Latitude,Longitude
Rome,57 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,58 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,59 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,60 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,61 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,62 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,63 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,64 C.E.,Priscilla remains in the city and continues to host congregation meetings in her home and perform fine Christian works.,Priscilla (Prisca),Fellow worker,Romans 16:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Rome,65 C.E.,Priscilla departs from the city of Rome to travel back toward Ephesus.,Priscilla (Prisca),,2 Timothy 4:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Ephesus,65 C.E.,Priscilla arrives in Ephesus and is sent final greetings by the apostle Paul during his second imprisonment in Rome.,Priscilla (Prisca),,2 Timothy 4:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003556,1,,
Alexandria,52 C.E.,Apollos departs from his home city in Egypt to travel toward the province of Asia.,Apollos,,,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Ephesus,52 C.E.,Apollos arrives in the city and begins witnessing in the local synagogue with notable eloquence and conviction.,Apollos,,Acts 18:24-25,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Ephesus,52 C.E.,Apollos is taken into the company of Aquila and Priscilla who explain the way of God more accurately to him.,Apollos,,Acts 18:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Ephesus,53 C.E.,Apollos departs from the city to travel toward the region of Achaia while supplied with a letter of introduction.,Apollos,,Acts 18:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Achaia,53 C.E.,Apollos arrives in the province and begins helping those who had believed through God's undeserved kindness.,Apollos,,Acts 18:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Corinth,53 C.E.,Apollos centers his activity in the city where he powerfully confutes the arguments of the unbelieving Jews.,Apollos,,Acts 18:28,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Corinth,54 C.E.,Apollos continues his ministry in the city and is described as watering what the apostle Paul had planted.,Apollos,,1 Corinthians 3:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Corinth,55 C.E.,Apollos departs from the city to rejoin the apostle Paul in Ephesus.,Apollos,,1 Corinthians 16:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Ephesus,55 C.E.,Apollos stays in the city with Paul but declines to return to Corinth at that time despite the apostle's requests.,Apollos,,1 Corinthians 16:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Crete,64 C.E.,Apollos is on the island where Titus is urged to speed him and Zenas on their journey so they lack nothing.,Apollos,,Titus 3:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200000307,1,,
Golgotha,33 C.E.,Mary stands near the torture stake of Jesus during his execution and is entrusted by him to the care of the apostle John.,Mary (Mother of Jesus),Disciple,John 19:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200002918,1,,
Golgotha,33 C.E.,Mary departs from the place of Jesus' execution to go into the household of the apostle John.,Mary (Mother of Jesus),Disciple,John 19:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200002414,1,,
Jerusalem,33 C.E.,Mary arrives at the home of the apostle John who takes her in to care for her as his own mother.,Mary (Mother of Jesus),Disciple,John 19:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200002414,1,,
Jerusalem,33 C.E.,Mary assembles with the eleven apostles and other faithful ones in an upper chamber to persist in prayer after the ascension of Jesus.,Mary (Mother of Jesus),Disciple,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200002918,1,,
Jerusalem,33 C.E.,James receives a personal appearance from the resurrected Jesus which likely leads to his conversion.,James (Jesus' brother),Disciple,1 Corinthians 15:7,https://wol.jw.org/en/wol/d/r1/lp-e/1200273140,1,,
Jerusalem,36 C.E.,James meets with Paul during the apostle's first visit to Jerusalem following his conversion to Christianity.,James (Jesus' brother),Disciple,Galatians 1:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200003406,1,,
Jerusalem,44 C.E.,James is identified by Peter as a prominent brother to whom the news of Peter's miraculous release from prison should be reported.,James (Jesus' brother),Overseer,Acts 12:17,https://wol.jw.org/en/wol/d/r1/lp-e/1200024086,1,,
Jerusalem,49 C.E.,James presides over the meeting of the apostles and older men in Jerusalem to resolve the issue of circumcision for Gentile believers.,James (Jesus' brother),Overseer,Acts 15:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200024086,1,,
Jerusalem,56 C.E.,James and the older men welcome Paul back to the city and listen to his report on the progress of the ministry among the nations.,James (Jesus' brother),Overseer,Acts 21:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200002790,1,,
Jerusalem,62 C.E.,James serves as an overseer in the congregation and completes the writing of his inspired letter to the twelve tribes.,James (Jesus' brother),Bible writer,James 1:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200024086,1,,
Jerusalem,62 C.E.,James finishes his course as a prominent overseer in the Jerusalem congregation upon his death during this year.,James (Jesus' brother),Overseer,,https://wol.jw.org/en/wol/d/r1/lp-e/1101990062,1,,
Jerusalem,33 C.E.,"Jude assembles with the eleven apostles, his mother Mary, and other faithful disciples in an upper chamber to persist in prayer.","Jude (Judas, Jesus' brother)",Disciple,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200002542,1,,
Jerusalem,33 C.E.,Jude is among the disciples present in Jerusalem who receive the holy spirit and begin to speak in different languages on the day of Pentecost.,"Jude (Judas, Jesus' brother)",Disciple,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200002542,1,,
Israel,65 C.E.,Jude writes an inspired letter to fellow Christians to warn them about ungodly men slipping into the congregation and to encourage them to fight for the faith.,"Jude (Judas, Jesus' brother)",Disciple,Jude 1-3,https://wol.jw.org/en/wol/d/r1/lp-e/1001070191,1,,
Jerusalem,33 C.E.,Simon is among the fleshly brothers of Jesus who assemble in an upper chamber to persist in prayer with the apostles and other disciples.,Simon (Jesus' brother),Disciple,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,Simon is present as one of about 120 disciples in the city when Matthias is selected to replace Judas Iscariot as an apostle.,Simon (Jesus' brother),Disciple,Acts 1:15,https://wol.jw.org/en/wol/d/r1/lp-e/1200004131,1,,
Jerusalem,33 C.E.,Peter delivers a powerful discourse on the day of Pentecost after the holy spirit is poured out on the disciples.,Peter (Simon),Apostle,Acts 2:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,33 C.E.,Peter heals a man who was lame from birth at the temple gate called Beautiful while in the company of John.,Peter (Simon),Apostle,Acts 3:1-8,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,33 C.E.,Peter is arrested and speaks boldly before the Sanhedrin regarding the salvation found only through Jesus Christ.,Peter (Simon),Apostle,Acts 4:8-12,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,33 C.E.,Peter rebukes Ananias and Sapphira for their deceptive actions against the holy spirit leading to their death.,Peter (Simon),Apostle,Acts 5:1-11,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,34 C.E.,Peter is sent by the apostles to travel to Samaria following reports that the people there had accepted the word of God.,Peter (Simon),Apostle,Acts 8:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Samaria,34 C.E.,Peter arrives in a city of Samaria and prays for the new believers to receive the gift of the holy spirit.,Peter (Simon),Apostle,Acts 8:14-17,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Samaria,34 C.E.,Peter strongly rebukes Simon the sorcerer for attempting to buy the authority to impart holy spirit with money.,Peter (Simon),Apostle,Acts 8:18-24,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Samaria,34 C.E.,Peter departs for Jerusalem while declaring the good news to many villages of the Samaritans.,Peter (Simon),Apostle,Acts 8:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,34 C.E.,Peter arrives back in Jerusalem after his successful preaching mission in Samaria.,Peter (Simon),Apostle,Acts 8:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,36 C.E.,Peter hosts the newly converted Saul in his home for fifteen days and listens to his testimony of meeting the Lord.,Peter (Simon),Apostle,Galatians 1:18,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,36 C.E.,Peter departs from the city to travel through all the regions visiting the holy ones.,Peter (Simon),Apostle,Acts 9:32,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Lydda,36 C.E.,Peter arrives in Lydda and heals Aeneas who had been paralyzed and bedridden for eight years.,Peter (Simon),Apostle,Acts 9:32-34,https://wol.jw.org/en/wol/d/r1/lp-e/1200000126,1,,
Lydda,36 C.E.,Peter departs for Joppa after receiving an urgent request from disciples following the death of Tabitha.,Peter (Simon),Apostle,Acts 9:38,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Joppa,36 C.E.,Peter arrives and resurrects the beloved sister Tabitha (Dorcas) after praying over her body in an upper room.,Peter (Simon),Apostle,Acts 9:39-41,https://wol.jw.org/en/wol/d/r1/lp-e/1200273157,1,,
Joppa,36 C.E.,"Peter stays for quite a few days in the city at the home of Simon, a tanner.",Peter (Simon),Apostle,Acts 9:43,https://wol.jw.org/en/wol/d/r1/lp-e/1200273157,1,,
Joppa,36 C.E.,Peter receives a symbolic vision on a housetop regarding clean and unclean animals and meets messengers from Cornelius.,Peter (Simon),Apostle,Acts 10:9-22,https://wol.jw.org/en/wol/d/r1/lp-e/1200273157,1,,
Joppa,36 C.E.,Peter departs with the messengers and some brothers to travel toward the seaport of Caesarea.,Peter (Simon),Apostle,Acts 10:23,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Caesarea,36 C.E.,Peter arrives at the house of Cornelius and becomes the first to preach the good news to uncircumcised Gentiles.,Peter (Simon),Apostle,Acts 10:24-43,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Caesarea,36 C.E.,Peter stays in the city for some days after witnessing the holy spirit being poured out on Cornelius and his household.,Peter (Simon),Apostle,Acts 10:48,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Caesarea,36 C.E.,Peter departs from the city to travel to Jerusalem to address concerns raised by Jewish believers.,Peter (Simon),Apostle,Acts 11:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,36 C.E.,Peter arrives and explains the divine direction he received to preach to Gentiles causing the brothers to glorify God.,Peter (Simon),Apostle,Acts 11:2-18,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,44 C.E.,Peter is arrested by Herod Agrippa I and held in prison under heavy guard with the intent of execution.,Peter (Simon),Apostle,Acts 12:3-5,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,44 C.E.,Peter is miraculously released from prison by an angel of Jehovah during the night while the congregation prays.,Peter (Simon),Apostle,Acts 12:6-11,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,44 C.E.,"Peter visits the home of Mary, mother of John Mark, to report his release before departing for another place.",Peter (Simon),Apostle,Acts 12:12-17,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,49 C.E.,Peter participates in the circumcision council testifying about God's acceptance of Gentiles through faith without the Law.,Peter (Simon),Apostle,Acts 15:7-11,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Antioch,49 C.E.,Peter arrives in Syrian Antioch but is later rebuked by Paul for withdrawing from eating with Gentile believers.,Peter (Simon),Apostle,Galatians 2:11-12,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Babylon,62 C.E.,Peter resides in the city and writes his first inspired letter to the chosen ones scattered through various regions.,Peter (Simon),Bible writer,1 Peter 5:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Babylon,63 C.E.,Peter remains in the city while continuing his ministry and oversight of the Christian congregations.,Peter (Simon),Bible writer,1 Peter 5:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Babylon,64 C.E.,Peter concludes his work in the city as he prepares his second inspired letter to fellow believers.,Peter (Simon),Bible writer,2 Peter 1:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200274423,1,,
Jerusalem,33 C.E.,John reclines next to Jesus at the Passover meal as the disciple whom Jesus loved.,John (Apostle),Apostle,John 13:23,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Golgotha,33 C.E.,John stands by the torture stake and is assigned by Jesus to care for his mother Mary.,John (Apostle),Apostle,John 19:26-27,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Golgotha,33 C.E.,John departs from the place of execution to take Mary into his own home.,John (Apostle),Apostle,John 19:27,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Jerusalem,33 C.E.,John arrives at his home in the city with Mary to care for her.,John (Apostle),Apostle,John 19:27,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Jerusalem,33 C.E.,John runs to the memorial tomb after hearing the report from Mary Magdalene.,John (Apostle),Apostle,John 20:2-4,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Jerusalem,33 C.E.,John enters the tomb and sees the linen bandages and believes in the resurrection.,John (Apostle),Apostle,John 20:8,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Jerusalem,33 C.E.,John departs from the city to travel to Galilee following the resurrection of Jesus.,John (Apostle),Apostle,John 21:1,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Galilee,33 C.E.,John arrives at the Sea of Galilee and is present when the resurrected Jesus appears to seven disciples.,John (Apostle),Apostle,John 21:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Galilee,33 C.E.,John recognizes the Lord on the shore and informs Peter that it is Jesus.,John (Apostle),Apostle,John 21:7,https://wol.jw.org/en/wol/d/r1/lp-e/1001072158,1,,
Galilee,33 C.E.,John departs for Jerusalem with the other apostles as they prepare for the ascension of Jesus.,John (Apostle),Apostle,Acts 1:12-13,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,33 C.E.,John arrives in an upper room to meet with the other apostles and Mary to persist in prayer.,John (Apostle),Apostle,Acts 1:13-14,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,33 C.E.,John and Peter heal a man lame from birth at the temple gate called Beautiful.,John (Apostle),Apostle,Acts 3:1-8,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,33 C.E.,John is arrested with Peter and stands trial before the Sanhedrin to testify about Jesus.,John (Apostle),Apostle,Acts 4:1-13,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,34 C.E.,John departs from the city after being sent by the apostles to assist new believers in Samaria.,John (Apostle),Apostle,Acts 8:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Samaria,34 C.E.,John arrives and prays for the Samaritan disciples that they might receive holy spirit.,John (Apostle),Apostle,Acts 8:14-15,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Samaria,34 C.E.,John departs for Jerusalem after giving a thorough witness and preaching in many villages.,John (Apostle),Apostle,Acts 8:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,34 C.E.,John arrives back in the city to continue his oversight of the Christian congregation.,John (Apostle),Apostle,Acts 8:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,35 C.E.,John remains in the city as an apostle helping to build up the early Christian congregation.,John (Apostle),Apostle,Acts 8:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,36 C.E.,John is in the city when Saul makes his first visit to the apostles since his conversion.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200270111,1,,
Jerusalem,37 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,38 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,39 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,40 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,41 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,42 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,43 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 9:27,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,44 C.E.,John remains in the city at the time his brother James is executed by King Herod Agrippa I.,John (Apostle),Apostle,Acts 12:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,45 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 12:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,46 C.E.,John is in the city when Paul and Barnabas arrive to deliver the relief funds due to famine.,John (Apostle),Apostle,Acts 12:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,47 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 12:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,48 C.E.,John continues his ministry in the city as an apostle of the Christian congregation.,John (Apostle),Apostle,Acts 12:25,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,49 C.E.,John participates in the conference of apostles and older men regarding the circumcision of Gentiles.,John (Apostle),Pillar,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,49 C.E.,John is identified as a pillar of the congregation who recognizes God's gift to Paul.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,50 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,51 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,52 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,53 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,54 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,55 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,56 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,57 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,58 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,59 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,60 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,61 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,62 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,63 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,64 C.E.,John continues his ministry in the city as a pillar of the Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Jerusalem,65 C.E.,John continues his ministry in the city as a pillar of the early Christian congregation.,John (Apostle),Pillar,Galatians 2:9,https://wol.jw.org/en/wol/d/r1/lp-e/1200024214,1,,
Galilee,33 C.E.,Matthew meets with the resurrected Jesus on a mountain and receives the commission to make disciples of all nations.,Matthew,Apostle,Matthew 28:16-20,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Galilee,33 C.E.,Matthew departs from Galilee to return to Jerusalem following his meeting with the resurrected Lord.,Matthew,Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,Matthew arrives in the city and gathers in an upper room with the other ten apostles following the ascension of Jesus.,Matthew,Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,Matthew persists in prayer with the apostles and other faithful ones including Mary the mother of Jesus and Jesus' brothers.,Matthew,Apostle,Acts 1:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,Matthew is present among the group of about 120 disciples when Matthias is chosen by lot to replace Judas Iscariot.,Matthew,Apostle,Acts 1:26,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,Matthew is filled with holy spirit on the day of Pentecost and begins speaking in different languages about the magnificent things of God.,Matthew,Apostle,Acts 2:4,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,Matthew and the other apostles join in summoning the disciples to appoint seven men for the distribution of food to needy widows.,Matthew,Apostle,Acts 6:2,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,34 C.E.,Matthew remains in Jerusalem with the other apostles while most of the congregation is scattered due to intense persecution.,Matthew,Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,34 C.E.,Matthew and the other apostles in Jerusalem hear that Samaria has accepted the word of God and send Peter and John to them.,Matthew,Apostle,Acts 8:14,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,49 C.E.,Matthew is present when the apostles and older men meet in Jerusalem to consider the issue of circumcision for Gentile converts.,Matthew,Apostle,Acts 15:6,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Palestine,?,Matthew completes the writing of the Gospel bearing his name originally in the Hebrew language.,Matthew,Bible writer,,https://wol.jw.org/en/wol/d/r1/lp-e/1200024963,1,,
Jerusalem,33 C.E.,James is present with the other apostles when the resurrected Jesus appears to them behind locked doors.,James (Son of Zebedee),Apostle,John 20:19,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,33 C.E.,James departs from the city to travel toward the region of Galilee as directed by the resurrected Christ.,James (Son of Zebedee),Apostle,Matthew 28:16,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Sea of Galilee,33 C.E.,James arrives at the sea and is one of the seven disciples to whom Jesus appears while they are fishing.,James (Son of Zebedee),Apostle,John 21:1-2,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Sea of Galilee,33 C.E.,James departs from the region to return to Jerusalem for the period leading up to the festival of Pentecost.,James (Son of Zebedee),Apostle,Acts 1:12,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Mount of Olives,33 C.E.,James witnesses the ascension of Jesus Christ into heaven from the mountain near Bethany.,James (Son of Zebedee),Apostle,Acts 1:9-12,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,33 C.E.,James arrives in the city and gathers with the apostles in an upper room to wait for the promised holy spirit.,James (Son of Zebedee),Apostle,Acts 1:13,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,33 C.E.,James is present as one of the twelve apostles during the outpouring of holy spirit at Pentecost.,James (Son of Zebedee),Apostle,Acts 2:1-4,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,34 C.E.,James remains in Jerusalem as a leading member of the congregation while other disciples flee because of intense persecution.,James (Son of Zebedee),Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,35 C.E.,James continues his ministry as an apostle in the city of Jerusalem.,James (Son of Zebedee),Apostle,Acts 8:1,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,36 C.E.,James remains in Jerusalem and serves as one of the apostles when Saul makes his first visit after his conversion.,James (Son of Zebedee),Apostle,Galatians 1:18-19,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,37 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
Jerusalem,38 C.E.,James continues his dedicated service as an apostle in the Jerusalem congregation.,James (Son of Zebedee),Apostle,,https://wol.jw.org/en/wol/d/r1/lp-e/1200273026,1,,
